date,open,high,low,close,volume
2021-06-30 16:00:00+00:00,34191.69,34369.0,34042.74,34121.8,30031.5
2021-06-30 17:00:00+00:00,34120.83,34794.7,34110.29,34695.03,32850.595
2021-06-30 18:00:00+00:00,34695.03,34892.87,34551.21,34799.33,24969.758
2021-06-30 19:00:00+00:00,34799.33,34839.35,34655.0,34747.31,14319.392
2021-06-30 20:00:00+00:00,34744.91,35116.6,34360.0,34569.25,33902.695
2021-06-30 21:00:00+00:00,34569.26,35000.0,34569.24,34798.98,23859.462
2021-06-30 22:00:00+00:00,34798.99,34924.59,34612.54,34884.76,18242.895
2021-06-30 23:00:00+00:00,34884.76,35191.0,34884.76,35031.39,23811.135
2021-07-01 00:00:00+00:00,35031.39,35044.98,34700.0,34718.44,23826.698
2021-07-01 01:00:00+00:00,34718.43,35023.55,34710.0,34923.04,14676.165
2021-07-01 02:00:00+00:00,34922.0,34955.0,34212.2,34286.16,37720.842
2021-07-01 03:00:00+00:00,34286.15,34401.0,34120.0,34120.06,21727.533
2021-07-01 04:00:00+00:00,34120.06,34327.95,34059.0,34314.99,21621.582
2021-07-01 05:00:00+00:00,34314.99,34388.0,34161.65,34312.3,14600.808
2021-07-01 06:00:00+00:00,34311.55,34449.0,33380.0,33481.62,55761.382
2021-07-01 07:00:00+00:00,33483.0,33645.0,33264.8,33337.58,60296.942
2021-07-01 08:00:00+00:00,33338.99,33538.0,33148.0,33467.43,41836.966
2021-07-01 09:00:00+00:00,33466.44,33532.0,33092.15,33268.26,38623.209
2021-07-01 10:00:00+00:00,33268.25,33376.52,32968.0,33176.01,35805.799
2021-07-01 11:00:00+00:00,33179.27,33746.06,33159.36,33696.91,40945.892
2021-07-01 12:00:00+00:00,33696.91,33844.0,33436.23,33639.33,38290.926
2021-07-01 13:00:00+00:00,33638.14,33780.0,33380.46,33386.58,28262.887
2021-07-01 14:00:00+00:00,33386.59,33600.0,33050.0,33195.14,42063.722
2021-07-01 15:00:00+00:00,33195.77,33683.93,33153.62,33417.74,40576.944
2021-07-01 16:00:00+00:00,33417.74,33539.86,33123.93,33152.01,30897.37
2021-07-01 17:00:00+00:00,33152.0,33550.0,33100.0,33480.69,24000.33
2021-07-01 18:00:00+00:00,33480.7,33639.21,33188.0,33310.64,20812.877
2021-07-01 19:00:00+00:00,33310.63,33356.42,32672.04,33072.19,44093.933
2021-07-01 20:00:00+00:00,33072.19,33447.4,33070.35,33386.45,22439.573
2021-07-01 21:00:00+00:00,33385.86,33599.31,33224.0,33492.59,23883.128
2021-07-01 22:00:00+00:00,33491.3,33639.5,33424.27,33529.77,13932.6
2021-07-01 23:00:00+00:00,33529.78,33639.5,33267.46,33489.96,22268.385
2021-07-02 00:00:00+00:00,33489.96,33960.0,33394.48,33759.2,34536.657
2021-07-02 01:00:00+00:00,33759.21,33793.35,33212.38,33261.3,25283.734
2021-07-02 02:00:00+00:00,33261.3,33343.04,33126.0,33257.46,21174.676
2021-07-02 03:00:00+00:00,33257.46,33257.47,32750.0,32896.63,30019.262
2021-07-02 04:00:00+00:00,32896.62,33189.34,32833.84,33129.76,25375.255
2021-07-02 05:00:00+00:00,33129.76,33216.22,32684.0,32843.99,25770.017
2021-07-02 06:00:00+00:00,32843.99,32987.56,32690.97,32938.12,27718.452
2021-07-02 07:00:00+00:00,32938.99,33498.18,32864.99,33340.17,35062.865
2021-07-02 08:00:00+00:00,33340.18,33600.0,33215.61,33367.37,35071.26
2021-07-02 09:00:00+00:00,33367.38,33386.77,32859.0,32962.18,37367.183
2021-07-02 10:00:00+00:00,32962.18,33073.96,32751.0,32984.49,31135.706
2021-07-02 11:00:00+00:00,32984.54,33245.89,32810.18,33007.96,35852.091
2021-07-02 12:00:00+00:00,33008.71,33305.61,32850.0,33218.44,36807.198
2021-07-02 13:00:00+00:00,33218.44,33550.0,33062.48,33451.7,42082.641
2021-07-02 14:00:00+00:00,33451.7,33700.0,33254.01,33646.66,34776.101
2021-07-02 15:00:00+00:00,33645.0,33695.0,33350.0,33684.88,29072.699
2021-07-02 16:00:00+00:00,33686.5,33788.0,33401.0,33572.07,31811.515
2021-07-02 17:00:00+00:00,33572.07,33659.75,33341.75,33446.23,16109.883
2021-07-02 18:00:00+00:00,33446.24,33457.6,33217.0,33275.36,16643.208
2021-07-02 19:00:00+00:00,33275.37,33334.97,33100.0,33300.34,19019.931
2021-07-02 20:00:00+00:00,33300.34,33304.0,33012.0,33114.82,15931.16
2021-07-02 21:00:00+00:00,33114.82,33493.49,33077.11,33431.66,18290.558
2021-07-02 22:00:00+00:00,33431.67,33699.77,33380.54,33686.13,14607.415
2021-07-02 23:00:00+00:00,33686.13,33880.0,33606.0,33760.94,25403.735
2021-07-03 00:00:00+00:00,33760.94,33892.72,33427.98,33514.15,21812.644
2021-07-03 01:00:00+00:00,33514.15,33748.0,33489.27,33652.07,12634.615
2021-07-03 02:00:00+00:00,33652.07,33665.78,33450.0,33506.9,12853.858
2021-07-03 03:00:00+00:00,33506.91,33560.01,33296.98,33500.95,18136.947
2021-07-03 04:00:00+00:00,33500.21,33676.91,33425.84,33641.91,16114.49
2021-07-03 05:00:00+00:00,33641.91,33776.0,33552.32,33683.02,14686.855
2021-07-03 06:00:00+00:00,33683.01,33822.72,33626.21,33670.01,16350.314
2021-07-03 07:00:00+00:00,33670.01,34650.0,33574.82,34477.46,65830.1
2021-07-03 08:00:00+00:00,34476.47,34643.41,34372.09,34493.8,32981.084
2021-07-03 09:00:00+00:00,34493.8,34775.0,34450.0,34613.41,33484.076
2021-07-03 10:00:00+00:00,34613.41,34695.72,34507.0,34584.98,18002.869
2021-07-03 11:00:00+00:00,34584.98,34609.0,34420.03,34596.42,20420.472
2021-07-03 12:00:00+00:00,34596.43,34800.0,34461.63,34536.92,25489.285
2021-07-03 13:00:00+00:00,34536.92,34695.0,34459.66,34688.16,16522.078
2021-07-03 14:00:00+00:00,34688.17,34750.0,34578.0,34674.4,17810.943
2021-07-03 15:00:00+00:00,34674.41,34713.75,34500.0,34592.56,17468.507
2021-07-03 16:00:00+00:00,34592.56,34639.0,34469.26,34525.29,15309.578
2021-07-03 17:00:00+00:00,34525.29,34948.16,34520.0,34736.23,23860.908
2021-07-03 18:00:00+00:00,34736.22,34763.93,34580.0,34620.75,15194.989
2021-07-03 19:00:00+00:00,34620.75,34776.86,34557.84,34717.99,12583.147
2021-07-03 20:00:00+00:00,34718.0,34837.9,34612.0,34705.51,12325.14
2021-07-03 21:00:00+00:00,34705.5,34899.7,34510.0,34533.19,20002.51
2021-07-03 22:00:00+00:00,34533.18,34635.0,34251.0,34566.99,29606.852
2021-07-03 23:00:00+00:00,34567.0,34693.35,34320.0,34652.94,21131.997
2021-07-04 00:00:00+00:00,34653.32,34777.72,34473.0,34481.3,18480.436
2021-07-04 01:00:00+00:00,34481.3,34572.99,34340.75,34426.47,16275.667
2021-07-04 02:00:00+00:00,34427.8,34626.87,34386.75,34569.83,11675.039
2021-07-04 03:00:00+00:00,34569.83,34750.0,34540.0,34623.82,12839.936
2021-07-04 04:00:00+00:00,34623.83,34830.0,34602.6,34753.83,13922.928
2021-07-04 05:00:00+00:00,34753.83,35329.68,34666.0,35185.64,37304.86
2021-07-04 06:00:00+00:00,35185.64,35440.0,35050.0,35388.44,30075.333
2021-07-04 07:00:00+00:00,35388.43,35731.3,35317.12,35565.98,32621.611
2021-07-04 08:00:00+00:00,35565.99,35660.0,35351.07,35510.22,25360.448
2021-07-04 09:00:00+00:00,35510.22,35530.11,35350.17,35460.01,16299.417
2021-07-04 10:00:00+00:00,35460.01,35616.88,35414.53,35560.07,13985.81
2021-07-04 11:00:00+00:00,35560.0,35588.46,35450.0,35492.0,11949.979
2021-07-04 12:00:00+00:00,35492.01,35545.0,35215.0,35239.4,20502.438
2021-07-04 13:00:00+00:00,35239.37,35410.0,35239.15,35341.27,16167.296
2021-07-04 14:00:00+00:00,35341.3,35490.0,35288.44,35425.84,15685.473
2021-07-04 15:00:00+00:00,35426.12,35556.51,35366.77,35486.35,12966.783
2021-07-04 16:00:00+00:00,35486.35,35683.84,35420.67,35454.82,24341.399
2021-07-04 17:00:00+00:00,35454.82,35565.0,35362.02,35534.65,14165.213
2021-07-04 18:00:00+00:00,35534.66,35538.88,35365.0,35495.81,8694.695
2021-07-04 19:00:00+00:00,35495.81,35588.59,35462.77,35553.72,7527.236
2021-07-04 20:00:00+00:00,35553.73,35553.73,35430.27,35525.87,8499.303
2021-07-04 21:00:00+00:00,35525.87,35955.55,35461.81,35887.4,24967.562
2021-07-04 22:00:00+00:00,35887.39,35893.45,35304.07,35357.23,29120.822
2021-07-04 23:00:00+00:00,35357.24,35486.25,35214.86,35280.16,27571.872
2021-07-05 00:00:00+00:00,35280.17,35281.55,34744.0,34836.66,45862.101
2021-07-05 01:00:00+00:00,34836.66,34920.0,34408.16,34559.32,36613.448
2021-07-05 02:00:00+00:00,34559.32,34646.0,34312.8,34428.0,34267.453
2021-07-05 03:00:00+00:00,34428.0,34533.42,34199.02,34345.63,27420.852
2021-07-05 04:00:00+00:00,34345.63,34409.48,34000.0,34198.53,39872.896
2021-07-05 05:00:00+00:00,34198.52,34358.0,34061.32,34337.84,27143.607
2021-07-05 06:00:00+00:00,34337.84,34377.0,34203.28,34289.81,22343.911
2021-07-05 07:00:00+00:00,34289.81,34289.82,34051.02,34237.24,21840.318
2021-07-05 08:00:00+00:00,34237.24,34295.07,34099.38,34242.51,17335.625
2021-07-05 09:00:00+00:00,34242.52,34436.7,34207.87,34295.0,22417.145
2021-07-05 10:00:00+00:00,34295.0,34538.0,34265.0,34445.55,24744.858
2021-07-05 11:00:00+00:00,34445.55,34471.68,33290.0,33363.31,87992.731
2021-07-05 12:00:00+00:00,33363.28,33590.0,33290.0,33455.36,34787.307
2021-07-05 13:00:00+00:00,33455.37,33720.4,33421.0,33589.95,31275.617
2021-07-05 14:00:00+00:00,33589.94,33696.0,33527.33,33659.28,19231.268
2021-07-05 15:00:00+00:00,33659.28,33759.91,33448.16,33575.23,27986.174
2021-07-05 16:00:00+00:00,33575.22,33740.0,33540.0,33632.97,17422.093
2021-07-05 17:00:00+00:00,33632.97,33712.0,33032.0,33680.02,44353.96
2021-07-05 18:00:00+00:00,33680.01,34182.3,33679.03,33959.89,47787.35
2021-07-05 19:00:00+00:00,33959.89,34259.68,33958.0,34098.7,22995.975
2021-07-05 20:00:00+00:00,34098.7,34149.0,33702.0,33827.95,28850.669
2021-07-05 21:00:00+00:00,33826.91,34199.0,33823.27,34130.78,19575.813
2021-07-05 22:00:00+00:00,34130.78,34180.0,33922.1,33954.44,17061.074
2021-07-05 23:00:00+00:00,33954.43,34099.93,33650.57,33672.72,17524.164
2021-07-06 00:00:00+00:00,33672.72,34145.0,33603.7,34033.12,27372.234
2021-07-06 01:00:00+00:00,34033.12,34063.45,33741.74,33752.53,17778.078
2021-07-06 02:00:00+00:00,33752.54,33899.84,33671.2,33888.21,17810.13
2021-07-06 03:00:00+00:00,33886.41,33943.52,33800.25,33896.83,10324.349
2021-07-06 04:00:00+00:00,33896.82,34760.55,33886.07,34623.48,54771.626
2021-07-06 05:00:00+00:00,34623.48,34853.06,34590.0,34769.69,22823.101
2021-07-06 06:00:00+00:00,34769.68,34797.07,34630.0,34662.21,15857.17
2021-07-06 07:00:00+00:00,34662.21,34948.0,34662.21,34853.46,18292.164
2021-07-06 08:00:00+00:00,34853.46,35120.0,34700.0,34959.09,24954.853
2021-07-06 09:00:00+00:00,34959.09,34988.28,34006.18,34184.12,75601.908
2021-07-06 10:00:00+00:00,34183.18,34199.34,33700.0,33890.05,40411.529
2021-07-06 11:00:00+00:00,33890.04,34275.0,33702.7,34037.0,33613.277
2021-07-06 12:00:00+00:00,34037.01,34413.16,33760.0,34351.33,49240.301
2021-07-06 13:00:00+00:00,34349.23,34501.3,33918.04,34128.75,38267.48
2021-07-06 14:00:00+00:00,34128.75,34235.0,33950.0,34120.21,21721.312
2021-07-06 15:00:00+00:00,34120.21,34168.0,33880.0,34031.17,27204.873
2021-07-06 16:00:00+00:00,34034.35,34129.33,33732.0,34043.52,26746.529
2021-07-06 17:00:00+00:00,34047.66,34049.84,33500.0,33927.38,36913.288
2021-07-06 18:00:00+00:00,33927.39,34096.35,33777.0,33829.14,17288.541
2021-07-06 19:00:00+00:00,33826.33,34200.0,33737.52,33999.39,15915.318
2021-07-06 20:00:00+00:00,33999.39,34086.12,33814.98,33925.23,9760.162
2021-07-06 21:00:00+00:00,33925.23,33949.0,33602.21,33743.84,14049.476
2021-07-06 22:00:00+00:00,33743.85,34160.25,33667.57,33991.39,13942.651
2021-07-06 23:00:00+00:00,33991.38,34357.11,33937.0,34206.01,13568.657
2021-07-07 00:00:00+00:00,34206.0,34388.0,33925.0,34139.96,20767.529
2021-07-07 01:00:00+00:00,34139.99,34249.22,33955.71,34218.25,15732.276
2021-07-07 02:00:00+00:00,34218.24,34290.0,34000.9,34268.46,10901.051
2021-07-07 03:00:00+00:00,34268.46,34570.46,34180.01,34434.87,20326.326
2021-07-07 04:00:00+00:00,34434.87,34793.07,34362.01,34682.83,23167.183
2021-07-07 05:00:00+00:00,34682.3,34885.8,34550.0,34796.05,23141.31
2021-07-07 06:00:00+00:00,34796.05,34881.99,34623.0,34720.29,17927.541
2021-07-07 07:00:00+00:00,34720.29,34905.0,34530.0,34699.66,22362.11
2021-07-07 08:00:00+00:00,34699.66,34950.0,34650.71,34786.63,21578.637
2021-07-07 09:00:00+00:00,34786.62,34859.43,34650.0,34692.64,16317.257
2021-07-07 10:00:00+00:00,34692.65,34728.0,34447.6,34610.13,22479.857
2021-07-07 11:00:00+00:00,34610.14,34988.88,34563.61,34824.32,28111.38
2021-07-07 12:00:00+00:00,34823.82,35089.56,34700.0,34836.97,31252.334
2021-07-07 13:00:00+00:00,34836.97,34859.99,34608.17,34800.01,18746.619
2021-07-07 14:00:00+00:00,34800.02,34865.29,34520.0,34614.52,19258.637
2021-07-07 15:00:00+00:00,34614.49,34685.0,34462.88,34534.9,17794.613
2021-07-07 16:00:00+00:00,34534.89,34615.0,34406.41,34565.13,15721.068
2021-07-07 17:00:00+00:00,34565.13,34680.0,34450.0,34612.85,11225.889
2021-07-07 18:00:00+00:00,34613.75,34770.0,34534.61,34662.0,12049.0
2021-07-07 19:00:00+00:00,34662.01,34720.0,34522.97,34610.55,9581.574
2021-07-07 20:00:00+00:00,34610.56,34610.56,34465.54,34523.19,8516.158
2021-07-07 21:00:00+00:00,34523.18,34523.18,34088.0,34225.06,23245.547
2021-07-07 22:00:00+00:00,34225.06,34284.15,34050.87,34154.99,15319.063
2021-07-07 23:00:00+00:00,34155.0,34155.0,33756.48,33845.64,30695.95
2021-07-08 00:00:00+00:00,33845.63,33910.0,33055.0,33180.44,57827.232
2021-07-08 01:00:00+00:00,33180.43,33423.81,33150.0,33278.93,22583.491
2021-07-08 02:00:00+00:00,33278.94,33390.0,33250.0,33349.62,10719.147
2021-07-08 03:00:00+00:00,33349.63,33420.0,33046.7,33283.2,26294.311
2021-07-08 04:00:00+00:00,33282.69,33343.13,33130.0,33274.18,17661.836
2021-07-08 05:00:00+00:00,33274.17,33318.0,32729.55,32839.16,23145.566
2021-07-08 06:00:00+00:00,32839.17,33483.81,32825.8,33086.16,46398.623
2021-07-08 07:00:00+00:00,33085.39,33253.26,32216.0,32476.39,64811.415
2021-07-08 08:00:00+00:00,32473.66,32596.62,32207.0,32541.37,40348.943
2021-07-08 09:00:00+00:00,32541.37,32678.0,32383.0,32536.82,25025.391
2021-07-08 10:00:00+00:00,32536.08,32728.0,32420.0,32455.21,21137.576
2021-07-08 11:00:00+00:00,32457.13,32717.0,32066.0,32667.58,42078.805
2021-07-08 12:00:00+00:00,32667.17,32968.0,32470.0,32583.38,42736.333
2021-07-08 13:00:00+00:00,32583.38,32642.0,32326.0,32483.74,26414.388
2021-07-08 14:00:00+00:00,32483.8,32779.0,32450.99,32737.97,23411.889
2021-07-08 15:00:00+00:00,32737.96,32900.0,32671.89,32874.95,24830.148
2021-07-08 16:00:00+00:00,32874.95,32940.87,32620.0,32879.04,23473.474
2021-07-08 17:00:00+00:00,32879.03,33000.0,32762.0,32835.36,18584.248
2021-07-08 18:00:00+00:00,32835.37,32915.0,32728.01,32816.0,11127.172
2021-07-08 19:00:00+00:00,32816.01,33195.0,32625.0,32984.99,26810.649
2021-07-08 20:00:00+00:00,32984.99,33058.71,32750.0,32781.02,12178.956
2021-07-08 21:00:00+00:00,32781.03,32929.7,32666.55,32685.0,11148.89
2021-07-08 22:00:00+00:00,32685.0,32811.16,32500.0,32546.28,18305.697
2021-07-08 23:00:00+00:00,32546.28,32880.0,32546.27,32852.04,13263.484
2021-07-09 00:00:00+00:00,32855.0,32875.21,32354.0,32374.97,28942.235
2021-07-09 01:00:00+00:00,32374.96,32723.0,32250.0,32656.43,24922.89
2021-07-09 02:00:00+00:00,32656.44,32999.0,32588.85,32922.57,20998.982
2021-07-09 03:00:00+00:00,32922.58,33077.77,32668.69,32923.14,24882.898
2021-07-09 04:00:00+00:00,32923.15,33121.0,32870.0,33004.13,15114.822
2021-07-09 05:00:00+00:00,33004.93,33300.0,32934.54,32969.2,23358.164
2021-07-09 06:00:00+00:00,32969.65,33026.0,32720.0,32850.0,20433.995
2021-07-09 07:00:00+00:00,32850.0,32916.12,32752.0,32878.87,12866.262
2021-07-09 08:00:00+00:00,32878.58,32898.41,32588.0,32783.62,24380.711
2021-07-09 09:00:00+00:00,32783.62,33044.04,32755.77,32891.29,17866.486
2021-07-09 10:00:00+00:00,32891.29,32992.11,32775.4,32871.41,15709.004
2021-07-09 11:00:00+00:00,32871.4,32876.21,32661.19,32751.07,14667.619
2021-07-09 12:00:00+00:00,32751.07,32975.0,32615.1,32969.49,24833.18
2021-07-09 13:00:00+00:00,32969.49,33500.0,32930.0,33399.47,51483.417
2021-07-09 14:00:00+00:00,33399.47,33700.0,33305.8,33507.46,32604.217
2021-07-09 15:00:00+00:00,33507.46,33649.4,33458.75,33537.49,18660.491
2021-07-09 16:00:00+00:00,33537.49,33675.77,33420.0,33515.05,19108.731
2021-07-09 17:00:00+00:00,33515.92,33552.4,33405.64,33464.6,10922.075
2021-07-09 18:00:00+00:00,33464.6,33480.0,33322.0,33365.48,10856.902
2021-07-09 19:00:00+00:00,33365.47,33467.87,33254.26,33420.44,11613.225
2021-07-09 20:00:00+00:00,33420.44,33533.36,33358.0,33501.29,8626.016
2021-07-09 21:00:00+00:00,33501.3,34057.9,33433.0,33864.01,24499.517
2021-07-09 22:00:00+00:00,33864.01,34100.0,33830.71,33954.39,16268.99
2021-07-09 23:00:00+00:00,33954.4,34013.29,33750.0,33805.01,12042.05
2021-07-10 00:00:00+00:00,33805.01,34248.58,33715.0,34018.89,25380.29
2021-07-10 01:00:00+00:00,34018.88,34070.0,33750.98,33756.38,20056.873
2021-07-10 02:00:00+00:00,33756.38,33859.4,33621.51,33727.1,16892.014
2021-07-10 03:00:00+00:00,33728.01,33839.0,33690.58,33777.86,12182.604
2021-07-10 04:00:00+00:00,33777.87,33888.0,33600.0,33641.78,14675.932
2021-07-10 05:00:00+00:00,33641.78,33734.0,33423.96,33639.76,22599.803
2021-07-10 06:00:00+00:00,33639.77,33853.0,33572.0,33800.47,14113.946
2021-07-10 07:00:00+00:00,33800.48,33800.48,33593.46,33747.98,11235.356
2021-07-10 08:00:00+00:00,33747.98,33969.03,33665.01,33753.0,15483.297
2021-07-10 09:00:00+00:00,33753.0,33875.96,33702.05,33721.65,10868.984
2021-07-10 10:00:00+00:00,33721.65,33789.99,33595.0,33620.3,16017.093
2021-07-10 11:00:00+00:00,33621.15,33899.0,33550.0,33781.67,18925.209
2021-07-10 12:00:00+00:00,33781.67,33940.51,33735.0,33844.03,13104.206
2021-07-10 13:00:00+00:00,33844.03,33879.89,33621.45,33695.57,15951.82
2021-07-10 14:00:00+00:00,33695.57,33828.12,33640.13,33800.68,12232.799
2021-07-10 15:00:00+00:00,33800.67,33905.0,33764.59,33840.28,11385.411
2021-07-10 16:00:00+00:00,33840.27,34190.0,33800.1,34014.28,27297.461
2021-07-10 17:00:00+00:00,34014.28,34016.9,33200.0,33388.26,52379.952
2021-07-10 18:00:00+00:00,33388.26,33449.0,33326.75,33448.98,10900.102
2021-07-10 19:00:00+00:00,33448.9,33545.0,33310.0,33403.08,12719.633
2021-07-10 20:00:00+00:00,33403.08,33403.08,33010.0,33316.47,24430.804
2021-07-10 21:00:00+00:00,33316.47,33439.99,33264.12,33408.21,7947.705
2021-07-10 22:00:00+00:00,33408.21,33695.0,33400.5,33629.74,12364.144
2021-07-10 23:00:00+00:00,33629.74,33672.65,33475.76,33497.98,11126.541
2021-07-11 00:00:00+00:00,33497.98,33812.53,33450.0,33704.73,18642.843
2021-07-11 01:00:00+00:00,33704.74,33770.0,33560.0,33608.18,9558.738
2021-07-11 02:00:00+00:00,33608.18,33660.79,33510.0,33520.19,7719.873
2021-07-11 03:00:00+00:00,33520.19,33571.99,33381.51,33446.92,11173.51
2021-07-11 04:00:00+00:00,33446.92,33538.0,33306.03,33450.0,13297.623
2021-07-11 05:00:00+00:00,33450.0,33630.0,33400.0,33569.92,10828.728
2021-07-11 06:00:00+00:00,33569.91,33620.0,33408.46,33457.35,11292.265
2021-07-11 07:00:00+00:00,33457.36,33545.8,33364.11,33501.53,10808.579
2021-07-11 08:00:00+00:00,33501.53,33720.0,33416.48,33672.66,19697.596
2021-07-11 09:00:00+00:00,33672.66,33850.0,33588.56,33692.0,17815.177
2021-07-11 10:00:00+00:00,33692.01,33820.0,33610.57,33740.88,13192.671
2021-07-11 11:00:00+00:00,33740.89,33818.0,33685.0,33792.04,9565.791
2021-07-11 12:00:00+00:00,33792.04,33848.68,33655.0,33728.69,11574.013
2021-07-11 13:00:00+00:00,33728.68,33912.84,33645.94,33899.63,17137.062
2021-07-11 14:00:00+00:00,33899.98,33985.0,33790.0,33904.87,18598.985
2021-07-11 15:00:00+00:00,33904.87,33971.36,33841.0,33926.19,13639.905
2021-07-11 16:00:00+00:00,33926.19,34105.0,33754.77,33988.53,26339.743
2021-07-11 17:00:00+00:00,33986.99,34015.99,33866.0,33879.94,8449.42
2021-07-11 18:00:00+00:00,33879.94,33989.28,33830.0,33947.02,6870.532
2021-07-11 19:00:00+00:00,33947.03,33975.0,33830.11,33883.11,5112.395
2021-07-11 20:00:00+00:00,33883.11,33960.93,33809.17,33826.69,6651.21
2021-07-11 21:00:00+00:00,33826.7,34608.0,33690.55,34478.51,42015.766
2021-07-11 22:00:00+00:00,34478.52,34629.62,34327.0,34386.16,20703.823
2021-07-11 23:00:00+00:00,34386.16,34398.5,34170.0,34253.81,13219.102
2021-07-12 00:00:00+00:00,34253.88,34340.98,34064.23,34159.94,16524.915
2021-07-12 01:00:00+00:00,34159.94,34184.96,34024.26,34135.4,10624.849
2021-07-12 02:00:00+00:00,34135.39,34280.0,34061.99,34249.03,9915.66
2021-07-12 03:00:00+00:00,34249.04,34540.34,34220.01,34429.44,20034.829
2021-07-12 04:00:00+00:00,34429.99,34662.73,34270.01,34284.59,21835.333
2021-07-12 05:00:00+00:00,34284.59,34331.62,34150.0,34321.89,14520.657
2021-07-12 06:00:00+00:00,34321.31,34437.0,34201.01,34361.76,11143.06
2021-07-12 07:00:00+00:00,34361.76,34477.0,34200.05,34271.16,14557.488
2021-07-12 08:00:00+00:00,34271.16,34450.0,34201.0,34266.01,16669.865
2021-07-12 09:00:00+00:00,34266.0,34330.0,34000.0,34049.5,18591.199
2021-07-12 10:00:00+00:00,34049.5,34053.01,33616.64,33764.63,37816.999
2021-07-12 11:00:00+00:00,33764.63,33778.84,33517.61,33524.79,27804.355
2021-07-12 12:00:00+00:00,33524.78,33629.99,33405.0,33556.83,27929.901
2021-07-12 13:00:00+00:00,33556.83,33605.02,33333.33,33565.88,29431.523
2021-07-12 14:00:00+00:00,33565.88,33583.69,33360.0,33405.94,17935.704
2021-07-12 15:00:00+00:00,33405.93,33510.0,33301.0,33340.32,20813.726
2021-07-12 16:00:00+00:00,33340.32,33433.0,33060.0,33156.43,37257.388
2021-07-12 17:00:00+00:00,33155.89,33257.3,33050.0,33116.17,18045.404
2021-07-12 18:00:00+00:00,33116.18,33189.93,32811.42,33012.85,20201.037
